symbol,levels,resistances,avg_vol_20d
TBOTEK.NS,1408.57,1230.00;1236.30;1288.40;1310.30;1315.00;1497.90;1503.90;1534.10;1569.00;1685.00;1732.50;1735.00;1737.90;1750.00,157918.1
TECHNOE.NS,1057.00;958.68,1012.70;1018.00;1018.80;1041.50;1079.00;1097.60;1111.00;1116.90;1284.00;1335.60;1383.90,140897.15
TEGA.NS,1679.05;1601.80;1542.43;1523.30,1613.00;1635.00;1642.00;1665.60;1678.00;1721.60;1744.10;1770.00;1837.00;1849.00;1894.00,300267.95
TEJASNET.NS,528.40,461.50;527.50;532.00;543.30;547.15;554.95;576.85;581.90;622.80;629.45;642.00;644.75,5624254.4
TENNIND.NS,549.28;572.42;525.48,530.00;572.00;578.40;578.90;584.90;605.70;609.60;609.80;622.95;633.00;644.00;657.00,986571.75
THELEELA.NS,403.16;468.80,426.90;429.45;438.00;439.90;441.80;442.75;472.75;498.00;507.90;509.40;511.00;527.00;576.00;582.85,612341.75
THERMAX.NS,3943.83;4357.20;4532.90;3573.50,3719.80;4029.90;4183.60;4238.60;4305.00;4860.00;4880.00;4935.00;5075.00;5277.80,107003.35
TIINDIA.NS,2671.05;2876.80;2737.95;2976.15,2830.90;2978.00;2989.00;3015.50;3070.70;3128.30;3153.00;3250.00;3312.80;3335.20,210980.8
TIMKEN.NS,3431.12;3061.60,3168.60;3218.60;3324.70;3390.40;3618.00;3645.00;3679.60;3711.70;3775.00;3925.00,34196.8
TITAGARH.NS,721.60;791.00;813.89,728.00;758.65;805.00;860.00;865.00;869.70;869.90;877.50;889.80;904.80;906.50;971.00,641835.0
TORNTPOWER.NS,1395.73;1360.05,1273.90;1327.40;1373.00;1446.50;1448.00;1474.00;1490.00;1543.90;1780.00;1824.10,454594.85
TRAVELFOOD.NS,1284.33;1254.87,1312.00;1312.40;1318.80;1322.00;1346.80;1352.90;1360.00;1365.80;1384.00;1416.50;1441.00;1470.90,67486.4
TRIDENT.NS,24.35;23.73;24.86,24.59;24.85;25.09;25.23;25.40;25.91;26.30;26.80;26.86;27.19;27.31;27.34,2368081.45
TRITURBINE.NS,558.02;598.10;564.35,481.80;585.00;595.65;604.05;604.65;605.95;627.00;647.50;654.15;690.95;699.00;738.00;749.00;787.60,542063.4
TTML.NS,41.69;38.17,38.36;40.32;40.50;41.20;42.82;43.50;43.98;44.39;44.73;45.79;47.89;48.13;48.28;49.74,3918049.3
UBL.NS,1433.05;1379.75;1315.68,1326.00;1362.00;1364.60;1365.30;1373.00;1384.00;1386.80;1464.00;1543.60,130811.9
UCOBANK.NS,26.10;24.27;25.47,25.80;26.44;26.77;26.94;27.03;27.05;27.09;27.16;27.49;27.75;30.04,3858153.25
UNOMINDA.NS,1044.38;1068.40;1096.15;1235.30,1100.50;1106.80;1136.80;1137.70;1153.90;1160.30;1161.50;1165.00;1172.00;1179.90;1189.70;1288.00;1298.30;1307.50,608229.35
UPL.NS,618.52;629.88;593.60;560.45,589.40;591.00;614.15;622.60;629.00;646.25;661.60;671.70;682.60,1955768.55
URBANCO.NS,130.14;118.29;127.12,126.89;127.51;133.00;139.80;140.23;150.39;152.21;156.19;183.97,14555675.15
USHAMART.NS,456.70;486.23;475.62,454.65;484.00;489.40;490.00;505.40;507.00;510.40;516.80;518.00;519.85;524.80;527.00;527.50;529.30,819378.65
UTIAMC.NS,920.60;877.71,904.15;918.50;922.95;923.00;924.90;942.00;946.25;967.00;973.90;986.05;994.00;1007.60;1035.90;1083.00,113055.7
VIJAYA.NS,1255.15;1218.25;1285.55;1334.05,1051.25;1375.00;1379.30;1390.00;1414.90;1427.80;1440.00;1530.00;1573.00;1578.00,132957.95
VMM.NS,119.69;112.77;115.69;106.39,111.00;112.83;113.00;115.40;122.39;122.72;122.98;123.69;124.29;126.24;129.40,17282777.75
VOLTAS.NS,1206.07;1276.27,1245.00;1300.00;1305.20;1311.50;1329.80;1350.00;1358.00;1403.00;1411.90;1537.90,695656.95
VTL.NS,566.52;588.83;600.27;622.00,566.00;602.60;609.00;611.00;615.30;620.70;626.80;633.65;637.85;645.45;647.00;650.00;659.00;670.05;688.00,1542112.15
WAAREEENER.NS,2966.13;2819.65;2658.85;2556.75,2635.00;2653.00;2727.00;2730.00;2783.30;2930.00;3157.80;3180.00;3292.80;3535.60;3557.00,495142.9
WELCORP.NS,1571.10,1290.00;1357.70;1377.40;1425.00;1427.00;1698.80;2676.00;2784.80,3381598.9
WELSPUNLIV.NS,128.05;137.57;159.14,136.45;139.00;145.80;146.00;165.50;168.63;169.70;171.00;173.40;174.97;195.00;216.00,7718316.6
WHIRLPOOL.NS,796.50;764.10,787.70;805.00;820.00;820.65;832.70;841.00;858.70;873.25;894.00;1029.95,505762.9
WOCKPHARMA.NS,1826.68,1406.40;1532.00;1655.90;1778.00;1950.00;1994.00;2045.00;2056.90;2067.70;2120.00;2272.90;2422.30,1092848.35
YESBANK.NS,19.72;22.31;22.67,20.55;20.71;22.62;22.83;23.04;23.15;23.18;23.55;23.75;23.77;24.79;25.38;25.78,64311274.6
ZEEL.NS,87.45;102.19,94.35;97.00;109.85;110.63;112.25;114.95;117.20;117.32;118.35,26507241.3
ZENSARTECH.NS,484.50;440.68;422.00,458.50;473.65;475.95;496.40;506.85;509.95;522.40;529.40;537.00;553.10;558.00;562.90;611.00,3205012.35
ZENTEC.NS,1471.55;1591.15;1719.17,1582.00;1639.40;1676.00;1721.70;1825.00;1844.20;1866.40;1885.00;1904.00;2024.00;2043.70,370601.4
ZFCVINDIA.NS,2267.50;2325.94;2424.69,2499.00;2541.17;2558.17;2591.50;2656.00;2691.00;3044.00,96450.15
ZYDUSWELL.NS,489.02;480.05;502.40,512.00;514.00;516.00;516.20;522.80;527.65;534.35;535.45;541.55;542.00;545.00;552.40;581.00;583.50;606.95;611.85,608391.85
